Location 1	
Altoona, Pennsylvania 16602
(40.503302018000454, -78.39143901099965)	
Redmond, Washington 98052
(47.673829835000504, -122.1206693049997)	
Fort Lee, New Jersey 7024
(40.851302199000486, -73.97352866499966)	
Baton Rouge, Louisiana 70802
(30.44593082300048, -91.17277671099964)	
Baton Rouge, Louisiana 70802
(30.44593082300048, -91.17277671099964)	
Baton Rouge, Louisiana 70802
(30.44593082300048, -91.17277671099964)	
Oregon City, Oregon 97045
(45.34323840400049, -122.57466589499973)	
Oregon City, Oregon 97045
(45.34323840400049, -122.57466589499973)	
Oregon City, Oregon 97045
(45.34323840400049, -122.57466589499973)	
Clovis, New Mexico 88101
(34.41398102500045, -103.21813999799969)	
Cedar Park, Texas 78613
(30.50317192400047, -97.82599686199967)	
Cedar Park, Texas 78613
(30.50317192400047, -97.82599686199967)	
Cedar Park, Texas 78613
(30.50317192400047, -97.82599686199967)	
Saint Louis, Missouri 63116
(38.58217087100047, -90.26258930399968)	
Rose Hill, Virginia 24281
(36.65442228100045, -83.33772809699968)	
Monroe, Louisiana 71203
(32.54122282400044, -92.04260770699966)	
Pendleton, Oregon 97801
(45.6654466330005, -118.78535618299969)	
Pendleton, Oregon 97801
(45.6654466330005, -118.78535618299969)	
Oakland Park, Florida 33334
(26.181590350000477, -80.13434672299968)	
Euclid, Ohio 44117
(41.57137389000047, -81.52897617299965)	
Euclid, Ohio 44117
(41.57137389000047, -81.52897617299965)	
Camp Springs, Maryland 20746
(38.838430606000486, -76.92153668599963)	
Waukesha, Wisconsin 53186
(43.01951208300045, -88.20728873199965)	
Wausau, Wisconsin 54401
(44.952018455000484, -89.66859663699967)	
Draper, Utah 84020
(40.51479021300048, -111.87357778899968)	
Springfield, Illinois 62701
(39.800540829000454, -89.64898762699966)	
Tulsa, Oklahoma 74133
(36.04588253600048, -95.88298861299967)	
Sioux City, Iowa 51106
(42.46766162400047, -96.35349622399968)	
Louisville, Colorado 80027
(39.964082491000454, -105.14671848399968)	
Puyallup, Washington 98373
(47.14988734700046, -122.32159973999973)	
Escondido, California 92025
(33.11118326600047, -117.07193802399968)	
Escondido, California 92025
(33.11118326600047, -117.07193802399968)	
Escondido, California 92025
(33.11118326600047, -117.07193802399968)	
Palm Coast, Florida 32137
(29.578641655000467, -81.21547968199968)	
Taylors, South Carolina 29687
(34.933170078000444, -82.31866788799965)	
Taylors, South Carolina 29687
(34.933170078000444, -82.31866788799965)	
King of Prussia, Pennsylvania 19406
(40.09373310900048, -75.37738690599963)	
King of Prussia, Pennsylvania 19406
(40.09373310900048, -75.37738690599963)	
King of Prussia, Pennsylvania 19406
(40.09373310900048, -75.37738690599963)	
Mesa, Arizona 85204
(33.39925278600049, -111.7901971339997)	
Cedar Rapids, Iowa 52402
(42.021772815000475, -91.65820941499965)	
Saint Paul, Minnesota 55106
(44.966739333000476, -93.05006675199968)	
Neenah, Wisconsin 54956
(44.184920769000485, -88.48603821499967)	
Grants Pass, Oregon 97526
(42.460883416000456, -123.34167668099968)	
Emporia, Kansas 66801
(38.41011299900049, -96.18931584599966)	
The Colony, Texas 75056
(33.07722270300047, -96.88691951299967)	
Sudbury, Massachusetts 1776
(42.38390295400046, -71.42876756899966)	
Great Falls, Montana 59405
(47.48888902100049, -111.26255704499971)	
Kingsport, Tennessee 37664
(36.524150326000495, -82.50526849399967)	
Biloxi, Mississippi 39530
(30.401012155000444, -88.89095796699968)	
Biloxi, Mississippi 39530
(30.401012155000444, -88.89095796699968)	
Woodbury, Minnesota 55125
(44.92215957700046, -92.9459777999997)	
Saint Paul, Minnesota 55106
(44.966739333000476, -93.05006675199968)	
Saint Paul, Minnesota 55106
(44.966739333000476, -93.05006675199968)	
Saint Paul, Minnesota 55106
(44.966739333000476, -93.05006675199968)	
Saint Paul, Minnesota 55106
(44.966739333000476, -93.05006675199968)	
Saint Paul, Minnesota 55106
(44.966739333000476, -93.05006675199968)	
Medina, Ohio 44256
(41.1381116660005, -81.85040664599967)	
Crystal Lake, Illinois 60014
(42.22742192600049, -88.32845789999965)	
Crystal Lake, Illinois 60014
(42.22742192600049, -88.32845789999965)	
Crystal Lake, Illinois 60014
(42.22742192600049, -88.32845789999965)	
Fairfax, Virginia 20151
(38.8872119830005, -77.43730621899965)	
Ponte Vedra Beach, Florida 32004
(30.194911165000462, -81.38175869699967)	
Ponte Vedra Beach, Florida 32004
(30.194911165000462, -81.38175869699967)	
Ponte Vedra Beach, Florida 32004
(30.194911165000462, -81.38175869699967)	
Elk Plain, Washington 98387
(47.07276784400045, -122.39188889399969)	
Shreveport, Louisiana 71109
(32.47438360500047, -93.8025869439997)	
Bellevue, Washington 98006
(47.56137674700045, -122.15298745699971)	
Buffalo Grove, Illinois 60089
(42.15917057900049, -87.96295603799967)	
Garden City, Kansas 67846
(37.97868002300049, -100.85858910599967)	
Garden City, Kansas 67846
(37.97868002300049, -100.85858910599967)	
Goleta, California 93117
(34.43021396600045, -119.8643991939997)	
Hacienda Heights, California 91745
(33.99766432400048, -117.96608801599967)	
Hacienda Heights, California 91745
(33.99766432400048, -117.96608801599967)	
Nashville, Tennessee 37211
(36.06924128600048, -86.72315651299965)	
Nashville, Tennessee 37211
(36.06924128600048, -86.72315651299965)	
Dundalk, Maryland 21222
(39.26547078200048, -76.50496797399967)	
Dundalk, Maryland 21222
(39.26547078200048, -76.50496797399967)	
Moreno Valley, California 92553
(33.92448139600049, -117.24303999599971)	
Hialeah, Florida 33012
(25.864782964000483, -80.30588753999967)	
Keene, New Hampshire 3431
(42.93963350200045, -72.28627612899965)	
Manteca, California 95336
(37.81327000800047, -121.21342781199968)	
Manteca, California 95336
(37.81327000800047, -121.21342781199968)	
Hutchinson, Kansas 67501
(38.04527157700045, -97.91944924099965)	
Hutchinson, Kansas 67501
(38.04527157700045, -97.91944924099965)	
Hutchinson, Kansas 67501
(38.04527157700045, -97.91944924099965)	
La Mesa, California 91941
(32.759302996000486, -117.0040994529997)	
Bartlesville, Oklahoma 74006
(36.73159392400049, -95.92053814999969)	
Thornton, Colorado 80229
(39.85772110100049, -104.9617689799997)	
Amarillo, Texas 79109
(35.17024226700045, -101.88371928899966)	
Naugatuck, Connecticut 6770
(41.492333895000456, -73.04955889999962)	
Sanford, Maine 4073
(43.42940252200049, -70.75594781199965)	
Hickory, North Carolina 28601
(35.760993561000475, -81.32409612899966)	
Longview, Washington 98632
(46.15140942800048, -122.96650718099971)	
Longview, Washington 98632
(46.15140942800048, -122.96650718099971)	
Sierra Vista, Arizona 85635
(31.549110338000446, -110.26797659699969)	
Columbia, Missouri 65203
(38.926912297000456, -92.3698995909997)	
Mobile, Alabama 36608
(30.69087181700047, -88.19851616599965)	
San Jose, California 95123
(37.24689419600048, -121.83522851399971)	
South Burlington, Vermont 5403
(44.452069087000496, -73.17864901299964)	
West Scarborough, Maine 4070
(43.5922011880005, -70.33478642799963)	
Edinburg, Texas 78539
(26.287260883000442, -98.18178763799966)	
El Paso, Texas 79907
(31.708450380000443, -106.32838617999971)	
Palm Beach Gardens, Florida 33403
(26.802500325000437, -80.07264764499968)	
Palm Beach Gardens, Florida 33403
(26.802500325000437, -80.07264764499968)	
Moreno Valley, California 92553
(33.92448139600049, -117.24303999599971)	
Douglasville, Georgia 30135
(33.69497386000046, -84.73819723599968)	
San Carlos, California 94070
(37.50061210300049, -122.26432822199968)	
Southgate, Michigan 48195
(42.20440208600047, -83.20476658499967)	
Chapel Hill, North Carolina 27514
(35.937731004000455, -79.04036992799968)	
Hendersonville, Tennessee 37075
(36.31174038700044, -86.60692761599967)	
Newton, Iowa 50208
(41.69962107300046, -93.04822881499967)	
Newton, Iowa 50208
(41.69962107300046, -93.04822881499967)	
Greenwich, Connecticut 6830
(41.049551764000455, -73.62320825099965)	
Palmer, Massachusetts 1069
(42.16790404000045, -72.32473811799963)	
West Hollywood, California 90069
(34.08940042400047, -118.3797890249997)	
Bismarck, North Dakota 58501
(46.816538524000464, -100.76704853099966)	
Fargo, North Dakota 58103
(46.856556025000486, -96.82242659699966)	
Fargo, North Dakota 58103
(46.856556025000486, -96.82242659699966)	
Nampa, Idaho 83686
(43.54265074500046, -116.5666269189997)	
Franklin, Wisconsin 53132
(42.90168422400046, -88.01189817899967)	
Franklin, Wisconsin 53132
(42.90168422400046, -88.01189817899967)	
Franklin, Wisconsin 53132
(42.90168422400046, -88.01189817899967)	
Franklin, Wisconsin 53132
(42.90168422400046, -88.01189817899967)	
Cedar Rapids, Iowa 52402
(42.021772815000475, -91.65820941499965)	
Clinton, Iowa 52732
(41.854390168000464, -90.20345812399967)	
Harker Heights, Texas 76543
(31.11344098200044, -97.69275726899969)	
North Ridgeville, Ohio 44039
(41.38995253000047, -82.01160634999968)	
Hutchinson, Kansas 67501
(38.04527157700045, -97.91944924099965)	
Green Bay, Wisconsin 54302
(44.5023581800005, -87.97746835599969)	
Greenwood, Indiana 46142
(39.621083411000484, -86.15161883499968)	
Greenwood, Indiana 46142
(39.621083411000484, -86.15161883499968)	
South Plainfield, New Jersey 7080
(40.58032158500049, -74.41493777299968)	
Burbank, Illinois 60459
(41.74407047900047, -87.76943818199965)	
Bellevue, Washington 98006
(47.56137674700045, -122.15298745699971)	
Bellevue, Washington 98006
(47.56137674700045, -122.15298745699971)	
Bellevue, Washington 98006
(47.56137674700045, -122.15298745699971)	
Bellevue, Washington 98006
(47.56137674700045, -122.15298745699971)	
Seattle, Washington 98115
(47.684896564000496, -122.30131725399968)	
La Mesa, California 91941
(32.759302996000486, -117.0040994529997)	
Dublin, Ohio 43017
(40.11174315800048, -83.12725603099966)	
Dublin, Ohio 43017
(40.11174315800048, -83.12725603099966)	
Dublin, Ohio 43017
(40.11174315800048, -83.12725603099966)	
Royal Oak, Michigan 48073
(42.520110186000466, -83.16499674899967)	
Mesquite, Texas 75150
(32.81465402000049, -96.62963870299967)	
Rockford, Illinois 61107
(42.277411214000495, -89.02584866299969)	
Enterprise, Alabama 36330
(31.318412271000454, -85.84705567499964)	
Enterprise, Alabama 36330
(31.318412271000454, -85.84705567499964)	
Rock Hill, South Carolina 29730
(34.916063791000454, -81.01035631599967)	
Royal Palm Beach, Florida 33411
(26.709430308000435, -80.20007796599964)	
Rockford, Illinois 61107
(42.277411214000495, -89.02584866299969)	
Rockford, Illinois 61107
(42.277411214000495, -89.02584866299969)	
Fairfield, California 94533
(38.265593770000464, -122.0311795719997)	
San Carlos, California 94070
(37.50061210300049, -122.26432822199968)	
San Carlos, California 94070
(37.50061210300049, -122.26432822199968)	
New Orleans, Louisiana 70117
(29.969900710000445, -90.03053993999964)	
Mankato, Minnesota 56001
(44.1574038490005, -93.99290687499968)	
Mankato, Minnesota 56001
(44.1574038490005, -93.99290687499968)	
Denton, Texas 76201
(33.217740181000465, -97.14483903999968)	
Bowie, Maryland 20715
(38.98125093600049, -76.74262673899966)	
Dundalk, Maryland 21222
(39.26547078200048, -76.50496797399967)	
Dundalk, Maryland 21222
(39.26547078200048, -76.50496797399967)	
Virginia Beach, Virginia 23464
(36.79913269000048, -76.17992680199967)	
Annandale, Virginia 22003
(38.83124396700049, -77.21137896799968)	
Annandale, Virginia 22003
(38.83124396700049, -77.21137896799968)	
Torrance, California 90503
(33.83996234800048, -118.35390582699972)	
Torrance, California 90503
(33.83996234800048, -118.35390582699972)	
Torrance, California 90503
(33.83996234800048, -118.35390582699972)	
Texarkana, Arkansas 71854
(33.42874233800046, -94.00103638099966)	
Newton, Kansas 67114
(38.04756139400047, -97.33651895799966)	
Reston, Virginia 20190
(38.96383180900045, -77.34371914599967)	
San Gabriel, California 91776
(34.08980016500044, -118.09671626199969)	
Spanish Fork, Utah 84660
(40.10578181000045, -111.6504574119997)	
Colchester, Connecticut 6415
(41.56085028700045, -72.33874641599965)	
Mason City, Iowa 50401
(43.1498231430005, -93.19939590099966)	
Mason City, Iowa 50401
(43.1498231430005, -93.19939590099966)	
Mason City, Iowa 50401
(43.1498231430005, -93.19939590099966)	
Searcy, Arkansas 72143
(35.24376410500048, -91.74226789199969)	
Deer Park, New York 11729
(40.759770313000445, -73.32467595799966)	
Hawthorne, New Jersey 7506
(40.9558039260005, -74.15663588599966)	
Aiken, South Carolina 29801
(33.57326156600044, -81.71721919199967)	
Odenton, Maryland 21113
(39.0778143390005, -76.70879652699966)	
Olney, Maryland 20832
(39.15280044400049, -77.07121777999964)	
East Saint Louis, Illinois 62205
(38.615301539000484, -90.12778985299968)	
Oak Park, Illinois 60302
(41.88910241700046, -87.79123707499969)	
Grand Rapids, Michigan 49505
(42.9958535290005, -85.64117627899964)	
Vancouver, Washington 98661
(45.64300902400049, -122.6238383219997)	
Vancouver, Washington 98661
(45.64300902400049, -122.6238383219997)	
Dundalk, Maryland 21222
(39.26547078200048, -76.50496797399967)	
Highland, Indiana 46322
(41.5465639090005, -87.46154674799965)	
Lancaster, Pennsylvania 17602
(40.032333837000465, -76.27757645599968)	
Lafayette, Indiana 47905
(40.416262868000445, -86.83363696799967)	
Lafayette, Indiana 47905
(40.416262868000445, -86.83363696799967)	
Oro Valley, Arizona 85737
(32.40421176600046, -110.9774290949997)	
Vestavia Hills, Alabama 35216
(33.41492087600045, -86.79303723599969)	
Vestavia Hills, Alabama 35216
(33.41492087600045, -86.79303723599969)	
Keizer, Oregon 97303
(45.001508067000486, -123.02245781699969)	
Redford, Michigan 48239
(42.379153862000464, -83.29026760299968)	
Kearns, Utah 84118
(40.65230094700047, -112.00952866599971)	
Glen Burnie, Maryland 21061
(39.156611014000475, -76.62961749099964)	
Grand Rapids, Michigan 49505
(42.9958535290005, -85.64117627899964)	
Lansing, Illinois 60438
(41.565551583000456, -87.54667844099964)	
Hacienda Heights, California 91745
(33.99766432400048, -117.96608801599967)	
Forest Park, Georgia 30297
(33.61531252900045, -84.36660801999966)	
Salisbury, North Carolina 28144
(35.68093248900044, -80.47146700999969)	
Gallatin, Tennessee 37066
(36.38243362700047, -86.46024891999969)	
Kingsport, Tennessee 37664
(36.524150326000495, -82.50526849399967)	
Kingsport, Tennessee 37664
(36.524150326000495, -82.50526849399967)	
Tigard, Oregon 97224
(45.407948572000464, -122.79127745399973)	
Tigard, Oregon 97224
(45.407948572000464, -122.79127745399973)	
Meridian, Idaho 83642
(43.59406085000046, -116.3896678809997)	
Meridian, Idaho 83642
(43.59406085000046, -116.3896678809997)	
Meridian, Idaho 83642
(43.59406085000046, -116.3896678809997)	
Gorham, Maine 4038
(43.69331381100045, -70.45092842499963)	
Bennington, Vermont 5201
(42.88146256900046, -73.19112786899967)	
Garfield, New Jersey 7026
(40.87808046800046, -74.10745911399965)	
New Bedford, Massachusetts 2744
(41.6121908720005, -70.91682598499966)	
Edmonds, Washington 98026
(47.81839685800048, -122.33594694699968)	
Calexico, California 92231
(32.67817305300048, -115.4929760599997)	
Eagle, Idaho 83616
(43.70188216200046, -116.36323721199972)	
Milwaukee, Wisconsin 53209
(43.12458300600048, -87.94778762299967)	
Fargo, North Dakota 58103
(46.856556025000486, -96.82242659699966)	
Aurora, Colorado 80013
(39.66074027700046, -104.77908756899967)	
Birmingham, Alabama 35211
(33.478492651000465, -86.85824707899968)	
Birmingham, Alabama 35211
(33.478492651000465, -86.85824707899968)	
Wheat Ridge, Colorado 80033
(39.77322377900049, -105.0964467709997)	
Wheat Ridge, Colorado 80033
(39.77322377900049, -105.0964467709997)	
Santa Clara, California 95051
(37.34735072300049, -121.98545707899973)	
Smyrna, Tennessee 37167
(35.96536089400047, -86.52555869799966)	
Aiken, South Carolina 29801
(33.57326156600044, -81.71721919199967)	
Elyria, Ohio 44035
(41.3710734820005, -82.10988602899965)	
Elyria, Ohio 44035
(41.3710734820005, -82.10988602899965)	
Alton, Illinois 62002
(38.91206106900046, -90.15736630499964)	
Albuquerque, New Mexico 87105
(35.03914041700045, -106.68845678599968)	
Spanaway, Washington 98387
(47.07276784400045, -122.39188889399969)	
Spanaway, Washington 98387
(47.07276784400045, -122.39188889399969)	
Spanaway, Washington 98387
(47.07276784400045, -122.39188889399969)	
East Cleveland, Ohio 44112
(41.53525385900048, -81.57669736799966)	
La Mesa, California 91941
(32.759302996000486, -117.0040994529997)	
Forest Park, Illinois 60130
(41.87517233000045, -87.81070704499967)	
Cranston, Rhode Island 2920
(41.77278227500045, -71.46500925899966)	
New Britain, Connecticut 6050
(41.6660124550005, -72.77676641999966)	
Monroeville, Pennsylvania 15146
(40.43061007600045, -79.76571645599967)	
East Los Angeles, California 90022
(34.02354317600049, -118.15512616999968)	
East Los Angeles, California 90022
(34.02354317600049, -118.15512616999968)	
Salem, New Hampshire 3079
(42.78277011400047, -71.21849971699964)	
Union, New Jersey 7083
(40.69628109300049, -74.26952781899968)	
Fairborn, Ohio 45324
(39.80201378600049, -84.02540777299964)	
Lafayette, Indiana 47905
(40.416262868000445, -86.83363696799967)	
Lawrence, Indiana 46226
(39.836743414000466, -86.04821639399967)	
Lawrence, Indiana 46226
(39.836743414000466, -86.04821639399967)	
Saint Petersburg, Florida 33710
(27.790150490000485, -82.72381792599964)	
Lawrence, Massachusetts 1840
(42.70751027400047, -71.16219713599963)	
Adrian, Michigan 49221
(41.89859190900046, -84.04077605799966)	
Muskego, Wisconsin 53150
(42.90266185000047, -88.12100995799966)	
Eastpointe, Michigan 48021
(42.465241456000456, -82.94669932799968)	
Farmington Hills, Michigan 48336
(42.46110066600045, -83.34711765499964)	
Rome, Georgia 30161
(34.24975285200048, -85.15368838699965)	
Rome, Georgia 30161
(34.24975285200048, -85.15368838699965)	
Michigan City, Indiana 46360
(41.70522178400046, -86.87714785299966)	
Michigan City, Indiana 46360
(41.70522178400046, -86.87714785299966)	
Mishawaka, Indiana 46544
(41.651200331000496, -86.16242920799965)	
Mishawaka, Indiana 46544
(41.651200331000496, -86.16242920799965)	
Midland, Michigan 48640
(43.61955299800047, -84.27220843099968)	
Massillon, Ohio 44646
(40.813400715000455, -81.49826567399964)	
Janesville, Wisconsin 53545
(42.70293063700046, -89.0115362149997)	
Janesville, Wisconsin 53545
(42.70293063700046, -89.0115362149997)	
Corsicana, Texas 75109
(32.02857300600044, -96.3485385729997)	
Corsicana, Texas 75109
(32.02857300600044, -96.3485385729997)	
Hilton Head Island, South Carolina 29915
(32.11885353000048, -80.85844623499963)	
Roanoke, Virginia 24017
(37.294093990000476, -79.98791569299965)	
Springfield, Virginia 22153
(38.74509119700048, -77.23526780799966)	
Bellevue, Nebraska 68005
(41.14986056200047, -95.91021876199966)	
Waldorf, Maryland 20601
(38.62841042000048, -76.87374597099966)	
Waldorf, Maryland 20601
(38.62841042000048, -76.87374597099966)	
Apopka, Florida 32712
(28.713533679000477, -81.52186774499967)	
Apopka, Florida 32712
(28.713533679000477, -81.52186774499967)	
Rockford, Illinois 61107
(42.277411214000495, -89.02584866299969)	
Waukegan, Illinois 60087
(42.40344244400046, -87.85829788999968)	
Arlington, Texas 76017
(32.66157078700047, -97.16683780299968)	
Arlington, Texas 76017
(32.66157078700047, -97.16683780299968)	
Wilkinsburg, Pennsylvania 15221
(40.438813447000484, -79.87228640699965)	
Orland Park, Illinois 60462
(41.61998146700046, -87.83660762199969)	
Watertown, New York 13601
(43.97554364300049, -75.91156622799963)	
Bettendorf, Iowa 52722
(41.55250353200046, -90.49137991299966)	
Burlington, Iowa 52601
(40.81460428300045, -91.11905940799966)	
Burlington, Iowa 52601
(40.81460428300045, -91.11905940799966)	
Oak Creek, Wisconsin 53154
(42.8864202200005, -87.90715747699966)	
Lewiston, Maine 4240
(44.09838129400049, -70.19632848299966)	
Stratford, Connecticut 6614
(41.22364310000046, -73.13218786999965)	
Murray, Utah 84107
(40.66167312400046, -111.88116851399968)	
Murray, Utah 84107
(40.66167312400046, -111.88116851399968)	
Dumont, New Jersey 7628
(40.94407241100049, -73.99252937399967)	
Dundalk, Maryland 21222
(39.26547078200048, -76.50496797399967)	
Walla Walla, Washington 99362
(46.05971677700046, -118.33492684299972)	
La Crosse, Wisconsin 54601
(43.79801106400049, -91.21920743999965)	
La Crosse, Wisconsin 54601
(43.79801106400049, -91.21920743999965)	
La Crosse, Wisconsin 54601
(43.79801106400049, -91.21920743999965)	
Madison, Wisconsin 53711
(43.03366376600047, -89.45115952699967)	
Vallejo, California 94591
(38.10386397600047, -122.2123967169997)	
Los Altos, California 94024
(37.35357277100047, -122.0884988849997)	
East Meadow, New York 11554
(40.71474302000047, -73.55638641199965)	
Lancaster, Pennsylvania 17602
(40.032333837000465, -76.27757645599968)	
Eau Claire, Wisconsin 54703
(44.82837697800045, -91.50603863199967)	
Hampton, New Hampshire 3842
(42.93320289400049, -70.82169643399965)	
Rock Springs, Wyoming 82901
(41.59388101900049, -109.23518616999968)	
Twentynine Palms, California 92277
(34.16533374100044, -116.04538702499968)	
Twentynine Palms, California 92277
(34.16533374100044, -116.04538702499968)	
North Little Rock, Arkansas 72113
(34.85465148300045, -92.39903719799969)	
North Little Rock, Arkansas 72113
(34.85465148300045, -92.39903719799969)	
North Little Rock, Arkansas 72113
(34.85465148300045, -92.39903719799969)	
Taylor, Michigan 48180
(42.231032626000456, -83.26596598699967)	
Dover, Delaware 19901
(39.16086042900048, -75.51503668099963)	
Twentynine Palms, California 92277
(34.16533374100044, -116.04538702499968)	
Newton, Iowa 50208
(41.69962107300046, -93.04822881499967)	
Biloxi, Mississippi 39530
(30.401012155000444, -88.89095796699968)	
Ewing, New Jersey 8618
(40.24017283000046, -74.78282938899963)	
Woodbridge, New Jersey 7095
(40.55642405500049, -74.28520894399963)	
Brentwood, California 94513
(37.935903443000484, -121.70690746599968)	
Dubuque, Iowa 52001
(42.51538282000047, -90.68454582299967)	
Dubuque, Iowa 52001
(42.51538282000047, -90.68454582299967)	
Mount Vernon, Ohio 43050
(40.38986261500048, -82.48276570999968)	
Panama City, Florida 32404
(30.181324332000486, -85.56531682799965)	
Pullman, Washington 99163
(46.734696001000486, -117.17399785899971)	
Harlingen, Texas 78550
(26.19852283600045, -97.68623976099968)	
Harlingen, Texas 78550
(26.19852283600045, -97.68623976099968)	
Oro Valley, Arizona 85737
(32.40421176600046, -110.9774290949997)	
Peoria, Arizona 85345
(33.57498218800049, -112.24643574599969)	
Billings, Montana 59102
(45.779876697000475, -108.5762878109997)	
Billings, Montana 59102
(45.779876697000475, -108.5762878109997)	
Mount Vernon, Ohio 43050
(40.38986261500048, -82.48276570999968)	
Mount Vernon, Ohio 43050
(40.38986261500048, -82.48276570999968)	
Mount Pleasant, Michigan 48858
(43.59949210700046, -84.77479956199966)	
Enid, Oklahoma 73703
(36.40151254600045, -97.91691610199967)	
Dover, Delaware 19901
(39.16086042900048, -75.51503668099963)	
Dover, Delaware 19901
(39.16086042900048, -75.51503668099963)	
Mesquite, Texas 75150
(32.81465402000049, -96.62963870299967)	
Mesquite, Texas 75150
(32.81465402000049, -96.62963870299967)	
Taylor, Michigan 48180
(42.231032626000456, -83.26596598699967)	
Russellville, Arkansas 72801
(35.27826344900046, -93.1379879379997)	
Kirkland, Washington 98034
(47.71778825600046, -122.1978366029997)	
Tacoma, Washington 98408
(47.199237919000495, -122.4451977659997)	
Carol Stream, Illinois 60188
(41.9129912570005, -88.12595891899969)	
East Saint Louis, Illinois 62205
(38.615301539000484, -90.12778985299968)	
East Saint Louis, Illinois 62205
(38.615301539000484, -90.12778985299968)	
Kirkland, Washington 98034
(47.71778825600046, -122.1978366029997)	
Kirkland, Washington 98034
(47.71778825600046, -122.1978366029997)	
Crown Point, Indiana 46307
(41.42242275600046, -87.35036674699967)	
Hopkins, Minnesota 55305
(44.957979802000466, -93.42899902599964)	
Hopkins, Minnesota 55305
(44.957979802000466, -93.42899902599964)	
Hopkins, Minnesota 55305
(44.957979802000466, -93.42899902599964)	
Layton, Utah 84041
(41.075930293000454, -111.97751901099969)	
Scranton, Pennsylvania 18504
(41.4147016820005, -75.68745953399963)	
Boston, Massachusetts 2108
(42.357880716000466, -71.06261829899967)	
Calexico, California 92231
(32.67817305300048, -115.4929760599997)	
Oakton, Virginia 22124
(38.88493085400046, -77.32029956599968)	
Pomona, California 91767
(34.080762553000454, -117.73770583699968)	
Woodland, California 95695
(38.67469341900045, -121.7887369549997)	
Gallatin, Tennessee 37066
(36.38243362700047, -86.46024891999969)	
Gallatin, Tennessee 37066
(36.38243362700047, -86.46024891999969)	
Gallatin, Tennessee 37066
(36.38243362700047, -86.46024891999969)	
Gallatin, Tennessee 37066
(36.38243362700047, -86.46024891999969)	
Gallatin, Tennessee 37066
(36.38243362700047, -86.46024891999969)	
Glen Ellyn, Illinois 60137
(41.86598264300045, -88.06274777899966)	
Glendale Heights, Illinois 60139
(41.9177533830005, -88.07652579199964)	
Saint Petersburg, Florida 33710
(27.790150490000485, -82.72381792599964)	
Saint Petersburg, Florida 33710
(27.790150490000485, -82.72381792599964)	
Prescott, Arizona 86301
(34.57236082100047, -112.4494865429997)	
Prescott, Arizona 86301
(34.57236082100047, -112.4494865429997)	
Ann Arbor, Michigan 48104
(42.26788261700045, -83.72988656999968)	
Wylie, Texas 75098
(33.015732185000445, -96.54990785199965)	
Wylie, Texas 75098
(33.015732185000445, -96.54990785199965)	
Arlington, Texas 76017
(32.66157078700047, -97.16683780299968)	
Arlington, Texas 76017
(32.66157078700047, -97.16683780299968)	
Arlington, Texas 76017
(32.66157078700047, -97.16683780299968)	
New Bern, North Carolina 28560
(35.10446322900049, -77.01768731299967)	
Riviera Beach, Florida 33404
(26.783482236000452, -80.06380990399964)	
Riviera Beach, Florida 33404
(26.783482236000452, -80.06380990399964)	
Burlington, Iowa 52601
(40.81460428300045, -91.11905940799966)	
Burlington, Iowa 52601
(40.81460428300045, -91.11905940799966)	
Enid, Oklahoma 73703
(36.40151254600045, -97.91691610199967)	
Enid, Oklahoma 73703
(36.40151254600045, -97.91691610199967)	
Roseville, Minnesota 55113
(45.0120099450005, -93.15422956899965)	
Roseville, Minnesota 55113
(45.0120099450005, -93.15422956899965)	
Enid, Oklahoma 73703
(36.40151254600045, -97.91691610199967)	
Georgetown, Texas 78626
(30.642490182000472, -97.64696960099968)	
Grand Prairie, Texas 75051
(32.72411279600044, -97.00940956399967)	
Grand Prairie, Texas 75051
(32.72411279600044, -97.00940956399967)	
Grand Prairie, Texas 75051
(32.72411279600044, -97.00940956399967)	
Petersburg, Virginia 23805
(37.19133026600048, -77.39004993899965)	
Petersburg, Virginia 23805
(37.19133026600048, -77.39004993899965)	
Ponca City, Oklahoma 74601
(36.709812412000474, -97.09347672999968)	
Ponca City, Oklahoma 74601
(36.709812412000474, -97.09347672999968)	
Shawnee, Oklahoma 74801
(35.326510390000465, -96.9382861689997)	
Shawnee, Oklahoma 74801
(35.326510390000465, -96.9382861689997)	
Shawnee, Oklahoma 74801
(35.326510390000465, -96.9382861689997)	
San Carlos, California 94070
(37.50061210300049, -122.26432822199968)	
Texarkana, Texas 75503
(33.46976353500048, -94.09071729399966)	
Orland Park, Illinois 60462
(41.61998146700046, -87.83660762199969)	
University City, Missouri 63130
(38.66327039900045, -90.32008676099969)	
Lawrence, Indiana 46226
(39.836743414000466, -86.04821639399967)	
South Burlington, Vermont 5403
(44.452069087000496, -73.17864901299964)	
Fairborn, Ohio 45324
(39.80201378600049, -84.02540777299964)	
Brookings, South Dakota 57006
(44.301862247000486, -96.78845734399965)	
Brookings, South Dakota 57006
(44.301862247000486, -96.78845734399965)	
Burlington, Vermont 5401
(44.47576674700048, -73.21084984899966)	
Downers Grove, Illinois 60516
(41.76290173300049, -88.01427924199965)	
Peachtree City, Georgia 30269
(33.39934403100045, -84.57032794799966)	
Peachtree City, Georgia 30269
(33.39934403100045, -84.57032794799966)	
Red Wing, Minnesota 55066
(44.5489583640005, -92.54400830699967)	
Pullman, Washington 99163
(46.734696001000486, -117.17399785899971)	
Coon Rapids, Minnesota 55433
